locality,property_type,bathrooms,bedrooms2,floor,furnished_status,brand_new,sqft,price
Bachupally,Apartment,2,2,1,Semi-Furnished,Resale,1020,4500000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,850,4900000
Bachupally,Apartment,3,3,2,Semi-Furnished,Resale,1700,7000000
Bachupally,Apartment,2,2,3,Semi-Furnished,Resale,1185,4750000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,1100,4500000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1240,4700000
Bachupally,Apartment,2,2,5,Unfurnished,New Property,850,4000000
Bachupally,Apartment,3,3,2,Unfurnished,New Property,1270,6080000
Bachupally,Apartment,2,3,1,Unfurnished,New Property,1450,4850000
Bachupally,Apartment,3,3,2,Semi-Furnished,Resale,1420,4800000
Bachupally,Apartment,2,3,2,Unfurnished,Resale,1300,6132000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,1000,5000000
Bachupally,Apartment,2,2,4,Semi-Furnished,Resale,1160,5500000
Bachupally,Apartment,3,3,1,Unfurnished,Resale,1650,7400000
Bachupally,Apartment,2,2,15,Unfurnished,Resale,975,4700000
Bachupally,Apartment,2,2,3,Semi-Furnished,Resale,950,4000000
Bachupally,Apartment,3,3,1,Unfurnished,Resale,1350,5000000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1225,4300000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,1175,5000000
Bachupally,Apartment,2,2,1,Furnished,Resale,1100,4850000
Bachupally,Apartment,2,2,0,Unfurnished,Resale,887,3500000
Bachupally,Apartment,2,3,1,Unfurnished,Resale,1445,5600000
Bachupally,Apartment,3,3,4,Furnished,Resale,1700,10000000
Bachupally,Apartment,2,2,1,Furnished,Resale,1100,5000000
Bachupally,Apartment,2,2,5,Semi-Furnished,Resale,1155,6900000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1120,4500000
Bachupally,Apartment,2,2,0,Unfurnished,Resale,1100,3950000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1125,5000000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,975,4300000
Bachupally,Apartment,2,2,3,Unfurnished,Resale,1250,6025000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1018,3600000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,1030,4800000
Bachupally,Apartment,3,3,2,Semi-Furnished,Resale,1314,5500000
Bachupally,Apartment,3,3,4,Semi-Furnished,Resale,1450,5200000
Bachupally,Apartment,2,2,1,Semi-Furnished,New Property,1100,3800000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1021,4588200
Bachupally,Apartment,2,2,4,Unfurnished,Resale,750,3400000
Bachupally,Apartment,2,2,1,Semi-Furnished,Resale,1110,3800000
Bachupally,Apartment,2,2,2,Semi-Furnished,New Property,1020,3750000
Bachupally,Apartment,2,3,0,Unfurnished,Resale,1390,4800000
Bachupally,Apartment,2,2,2,Furnished,Resale,1005,3500000
Bachupally,Apartment,3,3,12,Unfurnished,Resale,1353,6000000
Bachupally,Apartment,3,3,3,Semi-Furnished,Resale,1300,4300000
Bachupally,Apartment,2,2,1,Unfurnished,Resale,1010,4300000
Bachupally,Apartment,2,3,2,Semi-Furnished,Resale,1300,5700000
Bachupally,Apartment,2,3,2,Unfurnished,Resale,1650,5400000
Bachupally,Apartment,2,2,3,Semi-Furnished,Resale,1050,3650000
Bachupally,Apartment,2,2,0,Semi-Furnished,Resale,900,5500000
Bachupally,Apartment,2,2,0,Semi-Furnished,Resale,900,5000000
Bachupally,Apartment,3,3,5,Unfurnished,Resale,1400,4700000
Bachupally,Residential House,2,2,0,Unfurnished,Resale,1400,7300000
Bachupally,Apartment,2,3,3,Furnished,New Property,1365,7500000
Bachupally,Apartment,2,3,4,Unfurnished,Resale,1250,5500000
Bachupally,Apartment,2,2,3,Furnished,New Property,1060,6200000
Bachupally,Apartment,3,3,2,Furnished,Resale,1550,5000000
Bachupally,Apartment,3,3,5,Semi-Furnished,Resale,1400,4800000
Bachupally,Apartment,2,2,5,Unfurnished,New Property,1050,4450000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,1295,4800000
Bachupally,Apartment,3,3,1,Unfurnished,Resale,1625,5500000
Bachupally,Apartment,1,1,0,Unfurnished,Resale,370,1900000
Bachupally,Apartment,2,3,8,Unfurnished,Resale,1000,3300000
Bachupally,Builder Floor Apartment,2,3,1,Semi-Furnished,Resale,1410,4794000
Bachupally,Apartment,2,2,2,Unfurnished,Resale,1050,3400000
Bachupally,Apartment,2,2,2,Unfurnished,New Property,1100,4400000
Bachupally,Apartment,3,3,2,Unfurnished,New Property,1700,6000000
Bachupally,Apartment,2,2,3,Semi-Furnished,New Property,824,4200000
Badangpet,Apartment,2,2,4,Furnished,Resale,1170,6500000
Badangpet,Apartment,2,2,0,Semi-Furnished,Resale,775,3000000
Badangpet,Apartment,2,2,0,Semi-Furnished,Resale,950,3700000
Badangpet,Residential House,3,3,0,Semi-Furnished,New Property,2200,9500000
Badangpet,Apartment,2,2,1,Unfurnished,Resale,955,4500000
Badangpet,Residential House,2,2,0,Semi-Furnished,Resale,1100,6000000
Badangpet,Apartment,2,2,4,Semi-Furnished,Resale,1150,5000000
Badangpet,Residential House,4,4,0,Unfurnished,Resale,1800,7200000
Badangpet,Apartment,2,2,1,Furnished,New Property,775,3500000
Badangpet,Residential House,3,2,0,Semi-Furnished,Resale,1250,7000000
Badangpet,Residential House,2,2,0,Unfurnished,Resale,1250,6800000
Badangpet,Residential House,2,2,1,Furnished,Resale,950,5000000
Badangpet,Residential House,2,2,0,Semi-Furnished,Resale,1200,5500000
Balapur,Residential House,3,4,0,Unfurnished,Resale,1360,7200000
Balapur,Residential House,4,4,0,Unfurnished,Resale,2280,10500000
Balapur,Apartment,2,2,1,Unfurnished,Resale,1150,4500000
Balapur,Residential House,2,2,0,Unfurnished,Resale,1500,6500000
Balapur,Apartment,2,1,4,Semi-Furnished,Resale,800,2500000
Balapur,Apartment,3,2,0,Semi-Furnished,Resale,1170,4900000
Balapur,Builder Floor Apartment,2,2,2,Unfurnished,Resale,850,2300000
Balapur,Residential House,2,2,1,Unfurnished,Resale,909,4800000
Balapur,Residential House,2,2,0,Unfurnished,Resale,900,3400000
Balapur,Residential House,3,2,0,Furnished,Resale,1000,3000000
Bandari Layout,Apartment,2,2,5,Semi-Furnished,Resale,1050,4700000
Bandari Layout,Apartment,2,2,3,Unfurnished,Resale,1128,4500000
Bandari Layout,Apartment,3,3,4,Unfurnished,Resale,1500,5700000
Bandari Layout,Apartment,3,3,1,Unfurnished,Resale,1500,5500000
Bandari Layout,Apartment,2,2,2,Unfurnished,Resale,1080,4320000
Bandari Layout,Apartment,3,3,1,Semi-Furnished,Resale,1262,5600000
Bandari Layout,Apartment,2,2,2,Unfurnished,Resale,1163,4500000
Bandari Layout,Apartment,2,2,3,Furnished,Resale,1200,4200000
Bandari Layout,Apartment,2,2,0,Unfurnished,Resale,1000,4000000
Bandari Layout,Apartment,2,2,0,Semi-Furnished,Resale,1245,5000000
Bandari Layout,Apartment,2,2,3,Semi-Furnished,Resale,1200,5200000
Bandari Layout,Apartment,2,2,1,Semi-Furnished,Resale,1052,3900000
Bandari Layout,Apartment,2,2,2,Furnished,Resale,1150,4100000
Bandari Layout,Apartment,2,2,2,Semi-Furnished,Resale,1200,4800000
Bandari Layout,Apartment,2,2,5,Semi-Furnished,Resale,900,4000000
Bandari Layout,Apartment,2,2,0,Unfurnished,New Property,900,3570000
Bandari Layout,Apartment,2,2,5,Furnished,Resale,1000,3800000
Bandari Layout,Apartment,2,2,4,Semi-Furnished,Resale,975,4000000
Bandari Layout,Apartment,2,2,2,Unfurnished,Resale,1100,4900000
Bandari Layout,Apartment,2,2,2,Unfurnished,Resale,1050,4550000
Bandari Layout,Apartment,2,2,0,Unfurnished,Resale,975,3800000
Bandari Layout,Apartment,2,2,1,Furnished,Resale,1075,3800000
Bandari Layout,Apartment,2,2,5,Unfurnished,New Property,1125,4400000
Bandari Layout,Apartment,1,1,5,Semi-Furnished,Resale,500,2000000
Bandari Layout,Builder Floor Apartment,1,1,3,Unfurnished,Resale,550,2200000
Bandari Layout,Apartment,2,2,1,Furnished,Resale,1040,4000000
Bandari Layout,Apartment,2,2,5,Semi-Furnished,Resale,1000,3600000
Bandari Layout,Apartment,3,3,1,Unfurnished,Resale,1652,5900000
Bandari Layout,Apartment,2,2,1,Semi-Furnished,Resale,1000,3600000
Bandari Layout,Apartment,2,2,1,Furnished,Resale,1250,5000000
Bandari Layout,Apartment,2,2,0,Semi-Furnished,Resale,730,2805000
Bandari Layout,Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1170,4200000
Bandlaguda Jagir,Apartment,3,3,2,Semi-Furnished,Resale,1800,7000000
Bandlaguda Jagir,Apartment,3,3,4,Unfurnished,Resale,1600,8800000
Bandlaguda Jagir,Apartment,3,3,5,Unfurnished,Resale,1540,7800000
Bandlaguda Jagir,Apartment,2,2,1,Unfurnished,Resale,1072,5000000
Bandlaguda Jagir,Apartment,2,2,5,Furnished,Resale,1115,5000000
Bandlaguda Jagir,Apartment,3,3,13,Unfurnished,Resale,1315,7200000
Bandlaguda Jagir,Builder Floor Apartment,3,3,3,Unfurnished,Resale,1654,6600000
Bandlaguda Jagir,Apartment,3,3,3,Unfurnished,Resale,1406,6800000
Bandlaguda Jagir,Apartment,2,2,6,Semi-Furnished,Resale,1450,8200000
Bandlaguda Jagir,Apartment,2,2,5,Unfurnished,Resale,1020,5000000
Bandlaguda Jagir,Apartment,3,3,2,Semi-Furnished,Resale,1540,8000000
Bandlaguda Jagir,Apartment,2,2,0,Semi-Furnished,Resale,1150,7000000
Bandlaguda Jagir,Penthouse,2,2,5,Unfurnished,Resale,1100,5500000
Bandlaguda Jagir,Apartment,2,3,7,Furnished,Resale,1241,6500000
Bandlaguda Jagir,Apartment,3,3,8,Furnished,Resale,1625,11000000
Bandlaguda Jagir,Apartment,2,2,4,Semi-Furnished,Resale,1100,6000000
Bandlaguda Jagir,Apartment,2,2,2,Furnished,Resale,1330,8800000
Bandlaguda Jagir,Apartment,2,3,3,Unfurnished,Resale,1200,6400000
Bandlaguda Jagir,Apartment,2,2,3,Semi-Furnished,Resale,1000,5500000
Bandlaguda Jagir,Apartment,2,3,12,Unfurnished,Resale,1215,7800000
Bandlaguda Jagir,Apartment,2,2,3,Unfurnished,Resale,1100,5600000
Bandlaguda Jagir,Apartment,2,2,3,Unfurnished,Resale,1031,5400000
Bandlaguda Jagir,Apartment,2,2,6,Unfurnished,Resale,1280,6500000
Bandlaguda Jagir,Apartment,2,2,8,Furnished,Resale,1310,6400000
Bandlaguda Jagir,Apartment,3,3,3,Semi-Furnished,Resale,1686,9500000
Bandlaguda Jagir,Apartment,2,2,5,Furnished,Resale,1250,5600000
Bandlaguda Jagir,Apartment,2,3,1,Unfurnished,Resale,1300,7000000
Bandlaguda Jagir,Apartment,2,2,1,Semi-Furnished,Resale,1180,6500000
Bandlaguda Jagir,Apartment,2,2,0,Unfurnished,Resale,1215,6400000
Bandlaguda Jagir,Apartment,3,3,3,Semi-Furnished,New Property,1500,7500000
Bandlaguda Jagir,Apartment,2,2,2,Semi-Furnished,Resale,1150,4700000
Bandlaguda Jagir,Apartment,3,3,8,Unfurnished,Resale,1300,8800000
Bandlaguda Jagir,Apartment,2,2,2,Unfurnished,Resale,1200,4800000
Bandlaguda Jagir,Residential House,4,4,2,Unfurnished,Resale,1750,8700000
Bandlaguda Jagir,Apartment,2,2,3,Semi-Furnished,Resale,1065,4000000
Bandlaguda Jagir,Apartment,3,3,3,Semi-Furnished,New Property,1406,7600000
Bandlaguda Jagir,Apartment,2,2,2,Unfurnished,Resale,1021,4500000
Bandlaguda Jagir,Apartment,2,3,5,Unfurnished,Resale,1230,5300000
Bandlaguda Jagir,Apartment,2,3,2,Furnished,Resale,1400,6500000
Bandlaguda Jagir,Apartment,2,3,1,Furnished,New Property,1977,9000000
Bandlaguda Jagir,Apartment,2,2,3,Furnished,Resale,1381,6914500
Bandlaguda Jagir,Apartment,3,3,2,Unfurnished,New Property,1515,6900000
Bandlaguda Jagir,Apartment,2,2,0,Furnished,Resale,1150,5200000
Bandlaguda Jagir,Apartment,2,2,7,Unfurnished,Resale,1225,7100000
Bandlaguda Jagir,Apartment,2,2,0,Semi-Furnished,Resale,800,3300000
Bandlaguda Jagir,Residential House,2,2,0,Semi-Furnished,Resale,1350,9000000
Bandlaguda Jagir,Apartment,3,3,5,Unfurnished,Resale,1200,5350000
Bandlaguda Jagir,Apartment,2,2,1,Unfurnished,Resale,1100,4500000
"Bandlaguda, Nagole",Apartment,3,3,4,Unfurnished,New Property,1530,8100000
"Bandlaguda, Nagole",Apartment,2,2,2,Semi-Furnished,Resale,1345,7000000
"Bandlaguda, Nagole",Apartment,3,3,2,Unfurnished,Resale,1733,9800000
"Bandlaguda, Nagole",Apartment,3,3,2,Semi-Furnished,Resale,1500,7800000
"Bandlaguda, Nagole",Apartment,2,2,2,Furnished,Resale,1180,6000000
"Bandlaguda, Nagole",Apartment,3,3,1,Furnished,Resale,1432,7800000
"Bandlaguda, Nagole",Apartment,2,3,3,Semi-Furnished,New Property,1200,7200000
"Bandlaguda, Nagole",Residential House,3,3,0,Semi-Furnished,New Property,1850,9600000
"Bandlaguda, Nagole",Apartment,2,2,3,Unfurnished,Resale,800,3500000
"Bandlaguda, Nagole",Apartment,3,3,1,Unfurnished,Resale,1833,9000000
"Banjara Hills, NH  9",Apartment,3,3,2,Semi-Furnished,Resale,1560,9000000
"Banjara Hills, NH  9",Apartment,2,2,3,Unfurnished,Resale,1240,7500000
"Banjara Hills, NH  9",Apartment,3,3,1,Unfurnished,Resale,1750,12000000
"Banjara Hills, NH  9",Apartment,3,3,3,Unfurnished,Resale,1430,10500000
"Banjara Hills, NH  9",Apartment,3,3,1,Unfurnished,New Property,1750,13500000
"Banjara Hills, NH  9",Apartment,2,3,3,Semi-Furnished,Resale,2200,13500000
"Banjara Hills, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,720,6200000
"Banjara Hills, NH  9",Apartment,3,3,2,Semi-Furnished,Resale,1852,9000000
"Banjara Hills, NH  9",Apartment,2,3,3,Furnished,New Property,1450,9200000
"Banjara Hills, NH  9",Apartment,3,3,1,Furnished,Resale,1350,6500000
"Banjara Hills, NH  9",Apartment,2,3,4,Unfurnished,New Property,1400,6800000
"Banjara Hills, NH  9",Apartment,2,2,0,Semi-Furnished,Resale,1000,6200000
"Banjara Hills, NH  9",Apartment,3,3,3,Semi-Furnished,Resale,1602,11000005
"Banjara Hills, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,980,6000000
"Banjara Hills, NH  9",Apartment,2,2,1,Furnished,Resale,1116,8500000
"Banjara Hills, NH  9",Apartment,2,2,0,Semi-Furnished,Resale,1200,6800005
"Banjara Hills, NH  9",Penthouse,3,3,3,Unfurnished,Resale,1950,10500000
"Banjara Hills, NH  9",Apartment,3,3,3,Semi-Furnished,Resale,1770,11000000
"Banjara Hills, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1450,8700000
"Banjara Hills, NH  9",Apartment,2,3,5,Furnished,Resale,1490,8500000
"Banjara Hills, NH  9",Apartment,2,3,3,Semi-Furnished,Resale,1360,7500000
"Banjara Hills, NH  9",Apartment,3,3,5,Semi-Furnished,Resale,1825,10000000
"Banjara Hills, NH  9",Apartment,3,3,5,Unfurnished,Resale,1535,8500000
"Banjara Hills, NH  9",Builder Floor Apartment,2,2,2,Furnished,Resale,725,5500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,985,3800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,850,2700000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,2,Unfurnished,New Property,1100,3800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,850,3500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1040,6100000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1352,6080000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,0,Semi-Furnished,New Property,1100,3500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1020,4800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,4,Unfurnished,Resale,845,3400000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1000,3850000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,4,Unfurnished,Resale,1230,5700000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,925,4100000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,3,1,Semi-Furnished,Resale,2400,9500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,800,4500000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,1,1,3,Unfurnished,Resale,600,2800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1230,5500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1100,4900000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,925,4500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,0,Unfurnished,Resale,1050,4500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Furnished,Resale,1000,5300000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Furnished,Resale,1000,5500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Unfurnished,Resale,1100,4300000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,4,Unfurnished,Resale,1220,5856000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,4,Semi-Furnished,Resale,880,3200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,3,3,2,Unfurnished,Resale,1535,6493000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,1050,3500000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,5,4,1,Semi-Furnished,Resale,2600,12000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Unfurnished,Resale,1030,3600000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,790,3200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,994,3450000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Unfurnished,Resale,750,3200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,760,2800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Semi-Furnished,New Property,1205,4800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,4,Unfurnished,Resale,935,3900000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,4,Unfurnished,New Property,967,5250000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,5,4,1,Unfurnished,New Property,2360,9800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1100,4000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,3,Semi-Furnished,Resale,600,2200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1000,3800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Semi-Furnished,Resale,1050,3500000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,5,4,0,Unfurnished,Resale,2000,11500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,2,0,Semi-Furnished,Resale,900,3560000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,825,3200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,3,3,Semi-Furnished,Resale,1510,4600000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,4,4,1,Unfurnished,Resale,2700,13000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1000,5500000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,1,1,3,Unfurnished,Resale,500,2500000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,3,Semi-Furnished,Resale,1080,4600000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,5,Unfurnished,Resale,1050,5000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1030,4200000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,2,Semi-Furnished,Resale,1100,4200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,0,Unfurnished,New Property,935,4200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Furnished,Resale,960,2900000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,5,Unfurnished,Resale,870,3200000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,3,Unfurnished,Resale,800,3200000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,4,4,0,Semi-Furnished,New Property,2250,10200000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,4,3,2,Unfurnished,Resale,2400,11000000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,2,2,2,Unfurnished,Resale,750,2400000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,855,2550000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Unfurnished,Resale,1125,3400000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,3,Unfurnished,Resale,500,2000000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,3,2,1,Unfurnished,Resale,1350,7500000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,5,4,2,Semi-Furnished,Resale,2500,12000000
"Beeramguda, Ramachandra Puram, NH  9",Residential House,3,4,1,Unfurnished,Resale,2200,11000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,0,Unfurnished,Resale,600,1950000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,2,Unfurnished,Resale,650,2575000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,0,Unfurnished,Resale,1050,4000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,4,Semi-Furnished,Resale,1030,3600000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Unfurnished,Resale,680,2500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,0,Unfurnished,New Property,630,2500000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,1095,3600000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Unfurnished,Resale,860,3200000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,3,Semi-Furnished,Resale,1140,3600000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,750,2700000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Unfurnished,Resale,980,3000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,1,Unfurnished,Resale,640,2000000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,1,Unfurnished,Resale,846,2950000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,3,Semi-Furnished,Resale,550,1800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,1,1,3,Semi-Furnished,Resale,550,1800000
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,2,Semi-Furnished,Resale,1150,4000000
"Beeramguda, Ramachandra Puram, NH  9",Builder Floor Apartment,2,2,2,Unfurnished,Resale,1080,3564007
"Beeramguda, Ramachandra Puram, NH  9",Apartment,2,2,5,Unfurnished,Resale,800,2500000
